401.193728  	19.184265 
405.051360  	19.088376 
408.908992  	19.072968 
412.766624  	19.379165 
416.624256  	19.615058 
420.481888  	19.873784 
424.339520  	20.548579 
428.197152  	20.886185 
432.054784  	21.027800 
435.912416  	21.117945 
439.770048  	21.135334 
443.627680  	20.628206 
447.485312  	20.530061 
451.342944  	20.759586 
455.200576  	20.844738 
459.058208  	20.722278 
462.915840  	20.744108 
466.773472  	20.905598 
470.631104  	21.100773 
474.488736  	20.949872 
478.346368  	21.237537 
482.204000  	21.411428 
486.061632  	21.482032 
489.919264  	21.543344 
493.776896  	21.694767 
497.634528  	21.959144 
501.492160  	22.537774 
505.349792  	23.197260 
509.207424  	23.080401 
513.065056  	22.153791 
516.922688  	21.113736 
520.780320  	20.646885 
524.637952  	20.802410 
528.495584  	20.944008 
532.353216  	21.113550 
536.210848  	21.206683 
540.068480  	21.369752 
543.926112  	21.416531 
547.783744  	21.571845 
551.641376  	21.647648 
555.499008  	21.744641 
559.356640  	21.823775 
563.214272  	22.050166 
567.071904  	22.207181 
570.929536  	22.401567 
574.787168  	22.591205 
578.644800  	22.775765 
582.502432  	22.802324 
586.360064  	22.857916 
590.217696  	22.816764 
594.075328  	22.815197 
597.932960  	22.839093 
601.790592  	22.969233 
605.648224  	23.130912 
609.505856  	23.342880 
613.363488  	23.509685 
617.221120  	23.612613 
621.078752  	23.668266 
624.936384  	23.773273 
628.794016  	23.833186 
632.651648  	23.831752 
636.509280  	23.784589 
640.366912  	23.817720 
644.224544  	23.715146 
648.082176  	23.257282 
651.939808  	21.877350 
655.797440  	18.613876 
659.655072  	15.577343 
663.512704  	16.420663 
667.370336  	19.962576 
671.227968  	22.901168 
675.085600  	23.840462 
678.943232  	24.049086 
682.800864  	24.091228 
686.658496  	24.137597 
690.516128  	24.129277 
694.373760  	24.162210 
698.231392  	24.222603 
702.089024  	24.374014 
705.946656  	24.451312 
709.804288  	24.415325 
713.661920  	24.342555 
717.519552  	24.369780 
721.377184  	24.538484 
725.234816  	24.835550 
729.092448  	25.149150 
732.950080  	25.506034 
736.807712  	25.689354 
740.665344  	25.801251 
744.522976  	25.850092 
748.380608  	25.735915 
752.238240  	25.572094 
756.095872  	25.573206 
759.953504  	25.695199 
763.811136  	25.988441 
767.668768  	26.173408 
771.526400  	26.001261 
775.384032  	25.733536 
779.241664  	25.798167 
783.099296  	26.084256 
786.956928  	26.484205 
790.814560  	26.808022 
794.672192  	27.096024 
798.529824  	27.374407 
802.387456  	27.738794 
806.245088  	28.035934 
810.102720  	28.138595 
813.960352  	27.875726 
817.817984  	27.266545 
821.675616  	26.795672 
825.533248  	26.879272 
829.390880  	27.230698 
833.248512  	27.626114 
837.106144  	27.972325 
840.963776  	28.252501 
844.821408  	28.388434 
848.679040  	28.380589 
852.536672  	28.224214 
856.394304  	28.025582 
860.251936  	27.664017 
864.109568  	27.341446 
867.967200  	27.591218 
871.824832  	28.310839 
875.682464  	28.856561 
879.540096  	29.174260 
883.397728  	29.345159 
887.255360  	29.491228 
891.112992  	29.601652 
894.970624  	29.736234 
898.828256  	29.858506 
902.685888  	30.017478 
906.543520  	30.134035 
910.401152  	30.096268 
914.258784  	29.820598 
918.116416  	29.589457 
921.974048  	29.527489 
925.831680  	29.591388 
929.689312  	29.632996 
933.546944  	29.678770 
937.404576  	29.663785 
941.262208  	29.624516 
945.119840  	29.554847 
948.977472  	29.526328 
952.835104  	29.523681 
956.692736  	29.576228 
960.550368  	29.585363 
964.408000  	29.539582 
968.265632  	29.431010 
972.123264  	29.386461 
975.980896  	29.388513 
979.838528  	29.433425 
983.696160  	29.421895 
987.553792  	29.401134 
991.411424  	29.352971 
995.269056  	29.297338 
999.126688  	29.153461 
1002.984320  	29.001401 
1006.841952  	28.856797 
1010.699584  	28.760585 
1014.557216  	28.558058 
1018.414848  	28.352117 
1022.272480  	28.225444 
1026.130112  	28.091654 
1029.987744  	27.863060 
1033.845376  	27.625305 
1037.703008  	27.354246 
1041.560640  	27.047420 
1045.418272  	26.574455 
1049.275904  	25.903754 
1053.133536  	24.904220 
1056.991168  	23.748950 
1060.848800  	22.890783 
1064.706432  	22.921846 
1068.564064  	23.480861 
1072.421696  	23.619477 
1076.279328  	22.875150 
1080.136960  	21.682138 
1083.994592  	20.410656 
1087.852224  	18.845735 
1091.709856  	17.225196 
1095.567488  	16.693907 
1099.425120  	17.957202 
1103.282752  	20.904908 
1107.140384  	24.360074 
1110.998016  	27.178130 
1114.855648  	28.907594 
1118.713280  	29.731107 
1122.570912  	29.668533 
1126.428544  	28.977233 
1130.286176  	27.888969 
1134.143808  	26.709017 
1138.001440  	25.686708 
1141.859072  	25.161539 
1145.716704  	25.118577 
1149.574336  	25.354112 
1153.431968  	25.430119 
1157.289600  	25.095561 
1161.147232  	24.311452 
1165.004864  	23.462203 
1168.862496  	22.854249 
1172.720128  	22.633965 
1176.577760  	22.686739 
1180.435392  	22.958198 
1184.293024  	23.311178 
1188.150656  	23.736488 
1192.008288  	24.118314 
1195.865920  	24.415720 
1199.723552  	24.436293 
1203.581184  	24.134607 
1207.438816  	23.760992 
1211.296448  	23.402244 
1215.154080  	22.428028 
1219.011712  	20.986713 
1222.869344  	19.981556 
1226.726976  	19.970673 
1230.584608  	20.684190 
1234.442240  	21.761935 
1238.299872  	22.701679 
1242.157504  	23.233193 
1246.015136  	23.260201 
1249.872768  	22.990591 
1253.730400  	23.025385 
1257.588032  	23.962343 
1261.445664  	25.470996 
1265.303296  	26.856668 
1269.160928  	27.705353 
1273.018560  	28.151477 
1276.876192  	28.349571 
1280.733824  	28.454551 
1284.591456  	28.478878 
1288.449088  	28.555207 
1292.306720  	28.676596 
1296.164352  	28.786896 
1300.021984  	28.607062 
1303.879616  	27.985406 
1307.737248  	27.106744 
1311.594880  	26.633237 
1315.452512  	26.738902 
1319.310144  	27.303556 
1323.167776  	28.186607 
1327.025408  	29.004054 
1330.883040  	29.317898 
1334.740672  	29.231811 
1338.598304  	28.974269 
1342.455936  	28.841866 
1346.313568  	28.674260 
1350.171200  	28.463005 
1354.028832  	28.257893 
1357.886464  	28.077866 
1361.744096  	27.800286 
1365.601728  	27.454907 
1369.459360  	26.772039 
1373.316992  	25.425540 
1377.174624  	23.116401 
1381.032256  	19.793669 
1384.889888  	16.481957 
1388.747520  	15.945581 
1392.605152  	18.733890 
1396.462784  	22.607568 
1400.320416  	24.814351 
1404.178048  	24.996647 
1408.035680  	24.459920 
1411.893312  	24.488919 
1415.750944  	25.249535 
1419.608576  	26.537918 
1423.466208  	27.409963 
1427.323840  	27.336982 
1431.181472  	26.252429 
1435.039104  	24.937174 
